GroupId,GroupName,GroupDescription,ID,Shortname,LongName,Description
43,Texture,Variables for Material Editor.,1696,RFLRB,ReFLectRefractionBlue,
43,Texture,Variables for Material Editor.,1697,RFLAR,ReFLectAbsorptionRed,
43,Texture,Variables for Material Editor.,1698,RFLAG,ReFLectAbsorptionGreen,
43,Texture,Variables for Material Editor.,1699,RFLAB,ReFLectAbsorptionBlue,
43,Texture,Variables for Material Editor.,1700,DISPA,DISPlacementAmplitude,
43,Texture,Variables for Material Editor.,1701,DISPS,DISPlacementScale,
43,Texture,Variables for Material Editor.,1706,VISID,VISualID,
43,Texture,Variables for Material Editor.,1707,FILEN2,FILEName2,
43,Texture,Variables for Material Editor.,1739,RFLCF,ReFLectChromeFactor,
43,Texture,Variables for Material Editor.,2047,T_CI,TextureColorInt,
43,Texture,Variables for Material Editor.,2048,T_CF,TextureColorFloat,
43,Texture,Variables for Material Editor.,2049,T_CS,TextureColorString,
43,Texture,Variables for Material Editor.,2050,T_TI,TextureTranspInt,
43,Texture,Variables for Material Editor.,2051,T_DF,TextureDispFloat,
43,Texture,Variables for Material Editor.,2052,T_DS,TextureDispString,
43,Texture,Variables for Material Editor.,2053,T_RF,TextureReflFloat,
43,Texture,Variables for Material Editor.,2054,T_TF,TextureTextFloat,
43,Texture,Variables for Material Editor.,3295,BLURQS,BLURQualitySetting,
43,Texture,Variables for Material Editor.,3296,BLURQ,BLURQuality,
43,Texture,Variables for Material Editor.,3297,BLURF,BLURFactor,
43,Texture,Variables for Material Editor.,3299,WISOFT,WrappedImageSOFTness,
43,Texture,Variables for Material Editor.,3300,WBSOFT,WrappedBumpmapSOFTness,
43,Texture,Variables for Material Editor.,3301,LEATRA,LEATherRoughAmplitude,
43,Texture,Variables for Material Editor.,3302,LEATFA,LEATherFoldAmplitude,
43,Texture,Variables for Material Editor.,3303,LEATCA,LEATherCellAmplitude,
43,Texture,Variables for Material Editor.,3305,MATC,MAterialTypeCode,
43,Texture,Variables for Material Editor.,3306,MATI,MAterialTypeID,
43,Texture,Variables for Material Editor.,3585,TEXTR,TEXTureRotation,
43,Texture,Variables for Material Editor.,3586,DISPR,DISPlacementRotation,
43,Texture,Variables for Material Editor.,3587,RFLTFN,ReFLecTanceFileName,
43,Texture,Variables for Material Editor.,3588,RFLTS,ReFLecTanceScale,
43,Texture,Variables for Material Editor.,3589,RFLTR,ReFLecTanceRotation,
43,Texture,Variables for Material Editor.,3590,SPECFN,SPECularFileName,
43,Texture,Variables for Material Editor.,3591,SPECS,SPECularScale,
43,Texture,Variables for Material Editor.,3592,SPECR,SPECularRotation,
43,Texture,Variables for Material Editor.,3593,TRAPFN,TRAnsParancyFileName,
43,Texture,Variables for Material Editor.,3594,TRAPS,TRAnsParancyScale,
43,Texture,Variables for Material Editor.,3595,TRAPR,TRAnsParancyRotation,
43,Texture,Variables for Material Editor.,3629,SPECRO,SPECularRatiO,
43,Texture,Variables for Material Editor.,3630,SPECOF,SPECularExponFilename,
43,Texture,Variables for Material Editor.,3631,SPECOS,SPECularExponScale,
43,Texture,Variables for Material Editor.,3632,SPECOR,SPECularExponRotation,
43,Texture,Variables for Material Editor.,3633,SPECOO,SPECularExponratiO,
43,Texture,Variables for Material Editor.,3634,T_RO,TextureRatiO,
43,Texture,Variables for Material Editor.,3635,DISPRO,DISPlacementRatiO,
43,Texture,Variables for Material Editor.,3636,RFLTRO,ReFLecTanceRatiO,
43,Texture,Variables for Material Editor.,3637,TRAPRO,TRAnsParancyRatiO,
43,Texture,Variables for Material Editor.,3638,ANIVA,ANIsotropyVAlue,
43,Texture,Variables for Material Editor.,3639,ANIFN,ANIsotropyFileName,
43,Texture,Variables for Material Editor.,3640,ANISC,ANIsotropySCale,
43,Texture,Variables for Material Editor.,3641,ANIRT,ANIsotropyRoTation,
43,Texture,Variables for Material Editor.,3642,ANIRO,ANIsotropyRatiO,
43,Texture,Variables for Material Editor.,3643,ANIO,ANIsotropyOrientation,
43,Texture,Variables for Material Editor.,3644,ANIOFN,ANIsoOrientFileName,
43,Texture,Variables for Material Editor.,3645,ANIORT,ANIsoOrientRoTation,
43,Texture,Variables for Material Editor.,3646,ANIOSC,ANIsoOrientSCale,
43,Texture,Variables for Material Editor.,3647,ANIORO,ANIsoOrientRatiO,
44,Guide,Variables for Multimedia Guide.,403,VARCOL,VARiableCOLumn,
44,Guide,Variables for Multimedia Guide.,1631,VARROW,VARiableROW,
44,Guide,Variables for Multimedia Guide.,1729,FEAT,FEATure,
44,Guide,Variables for Multimedia Guide.,1730,PICT,PICTure,
44,Guide,Variables for Multimedia Guide.,1731,PICIN,PICtureINstall,
44,Guide,Variables for Multimedia Guide.,1732,PICPL,PICturePLan,
44,Guide,Variables for Multimedia Guide.,1733,PICRI,PICtureRoughIn,
44,Guide,Variables for Multimedia Guide.,1734,PICAO,PICtureAddOn,
44,Guide,Variables for Multimedia Guide.,1735,SOUND,SOUNDfile,
44,Guide,Variables for Multimedia Guide.,1736,VIDEO,VIDEOfile,
44,Guide,Variables for Multimedia Guide.,1737,MIDI,MIDIfile,
44,Guide,Variables for Multimedia Guide.,1738,XSL,XSLfile,
44,Guide,Variables for Multimedia Guide.,1741,FEATPL,FEATurePLan,
44,Guide,Variables for Multimedia Guide.,1742,FEATRI,FEATureRoughIN,
44,Guide,Variables for Multimedia Guide.,1743,FEATIN,FEATureINstall,
45,UserText,User-definable variables for text.,1857,UT1,UserText1,User-definable variables for text 1.
45,UserText,User-definable variables for text.,1858,UT2,UserText2,User-definable variables for text 2.
45,UserText,User-definable variables for text.,1859,UT3,UserText3,User-definable variables for text 3.
45,UserText,User-definable variables for text.,1860,UT4,UserText4,User-definable variables for text 4.
45,UserText,User-definable variables for text.,1861,UT5,UserText5,User-definable variables for text 5.
45,UserText,User-definable variables for text.,2055,UT8,UserText8,User-definable variables for text 8.
45,UserText,User-definable variables for text.,2056,UT9,UserText9,User-definable variables for text 9.
45,UserText,User-definable variables for text.,2057,UT7,UserText7,User-definable variables for text 7.
45,UserText,User-definable variables for text.,2059,UT6,UserText6,User-definable variables for text 6.
45,UserText,User-definable variables for text.,2071,UT10,UserText10,User-definable variables for text 10.
45,UserText,User-definable variables for text.,3497,UT11,UserText11,User-definable variables for text 11.
45,UserText,User-definable variables for text.,3498,UT12,UserText12,User-definable variables for text 12.
45,UserText,User-definable variables for text.,3499,UT13,UserText13,User-definable variables for text 13.
45,UserText,User-definable variables for text.,3500,UT14,UserText14,User-definable variables for text 14.
45,UserText,User-definable variables for text.,3501,UT15,UserText15,User-definable variables for text 15.
45,UserText,User-definable variables for text.,3502,UT16,UserText16,User-definable variables for text 16.
45,UserText,User-definable variables for text.,3503,UT17,UserText17,User-definable variables for text 17.
45,UserText,User-definable variables for text.,3504,UT18,UserText18,User-definable variables for text 18.
45,UserText,User-definable variables for text.,3505,UT19,UserText19,User-definable variables for text 19.
45,UserText,User-definable variables for text.,3506,UT20,UserText20,User-definable variables for text 20.
45,UserText,User-definable variables for text.,3507,UT21,UserText21,User-definable variables for text 21.
45,UserText,User-definable variables for text.,3508,UT22,UserText22,User-definable variables for text 22.
45,UserText,User-definable variables for text.,3509,UT23,UserText23,User-definable variables for text 23.
45,UserText,User-definable variables for text.,3510,UT24,UserText24,User-definable variables for text 24.
45,UserText,User-definable variables for text.,3511,UT25,UserText25,User-definable variables for text 25.
45,UserText,User-definable variables for text.,3512,UT26,UserText26,User-definable variables for text 26.
45,UserText,User-definable variables for text.,3513,UT27,UserText27,User-definable variables for text 27.
45,UserText,User-definable variables for text.,3514,UT28,UserText28,User-definable variables for text 28.
45,UserText,User-definable variables for text.,3515,UT29,UserText29,User-definable variables for text 29.
45,UserText,User-definable variables for text.,3516,UT30,UserText30,User-definable variables for text 30.
45,UserText,User-definable variables for text.,3517,UT31,UserText31,User-definable variables for text 31.
45,UserText,User-definable variables for text.,3518,UT32,UserText32,User-definable variables for text 32.
45,UserText,User-definable variables for text.,3519,UT33,UserText33,User-definable variables for text 33.
45,UserText,User-definable variables for text.,3520,UT34,UserText34,User-definable variables for text 34.
45,UserText,User-definable variables for text.,3521,UT35,UserText35,User-definable variables for text 35.
45,UserText,User-definable variables for text.,3566,UT36,UserText36,User-definable variables for text 36.
45,UserText,User-definable variables for text.,3567,UT37,UserText37,User-definable variables for text 37.
45,UserText,User-definable variables for text.,3568,UT38,UserText38,User-definable variables for text 38.
45,UserText,User-definable variables for text.,3569,UT39,UserText39,User-definable variables for text 39.
45,UserText,User-definable variables for text.,3570,UT40,UserText40,User-definable variables for text 40.
45,UserText,User-definable variables for text.,3571,UT41,UserText41,User-definable variables for text 41.
45,UserText,User-definable variables for text.,3572,UT42,UserText42,User-definable variables for text 42.
45,UserText,User-definable variables for text.,3573,UT43,UserText43,User-definable variables for text 43.
45,UserText,User-definable variables for text.,3574,UT44,UserText44,User-definable variables for text 44.
45,UserText,User-definable variables for text.,3575,UT45,UserText45,User-definable variables for text 45.
45,UserText,User-definable variables for text.,3576,UT46,UserText46,User-definable variables for text 46.
45,UserText,User-definable variables for text.,3577,UT47,UserText47,User-definable variables for text 47.
45,UserText,User-definable variables for text.,3578,UT48,UserText48,User-definable variables for text 48.
45,UserText,User-definable variables for text.,3579,UT49,UserText49,User-definable variables for text 49.
45,UserText,User-definable variables for text.,3580,UT50,UserText50,User-definable variables for text 50.
46,AmkNew,Amk new information.,148,A_FUL,AmkFUpchargeLevel,
46,AmkNew,Amk new information.,149,A_FPL,AmkFPriceLevel,
46,AmkNew,Amk new information.,1862,A_FIL,AmkFILler,
46,AmkNew,Amk new information.,1863,A_CSC,AmkCatSCope,
46,AmkNew,Amk new information.,1864,A_FD,AmkFrontDepth,
46,AmkNew,Amk new information.,1865,A_PG,AmkPriceGroup,
46,AmkNew,Amk new information.,1866,A_MLID,AmkMaxLenghtID,
46,AmkNew,Amk new information.,1867,A_MXL,AmkMaxLenght,
46,AmkNew,Amk new information.,1868,A_AIT,AmkAdditionalItem,
46,AmkNew,Amk new information.,1869,A_FG,AmkFinishGroup,
46,AmkNew,Amk new information.,1870,A_CG,AmkCalculationGroup,
46,AmkNew,Amk new information.,1871,A_W3,AmkWidth3,
46,AmkNew,Amk new information.,1872,A_D3,AmkDepth3,
46,AmkNew,Amk new information.,1873,A_H3,AmkHeight3,
46,AmkNew,Amk new information.,1874,A_UP01,AmkUPcharge01,
46,AmkNew,Amk new information.,1875,A_UP02,AmkUPcharge02,
46,AmkNew,Amk new information.,1876,A_UP03,AmkUPcharge03,
46,AmkNew,Amk new information.,1877,A_UP04,AmkUPcharge04,
46,AmkNew,Amk new information.,1878,A_UP05,AmkUPcharge05,
46,AmkNew,Amk new information.,1879,A_UP06,AmkUPcharge06,
46,AmkNew,Amk new information.,1880,A_UP07,AmkUPcharge07,
46,AmkNew,Amk new information.,1881,A_UP08,AmkUPcharge08,
46,AmkNew,Amk new information.,1882,A_UP09,AmkUPcharge09,
46,AmkNew,Amk new information.,1883,A_UP10,AmkUPcharge10,
46,AmkNew,Amk new information.,1884,A_UP11,AmkUPcharge11,
46,AmkNew,Amk new information.,1885,A_UP12,AmkUPcharge12,
46,AmkNew,Amk new information.,1886,A_UP13,AmkUPcharge13,
46,AmkNew,Amk new information.,1887,A_UP14,AmkUPcharge14,
46,AmkNew,Amk new information.,1888,A_UP15,AmkUPcharge15,
46,AmkNew,Amk new information.,1889,A_UP16,AmkUPcharge16,
46,AmkNew,Amk new information.,1890,A_UP17,AmkUPcharge17,
46,AmkNew,Amk new information.,1891,A_UP18,AmkUPcharge18,
46,AmkNew,Amk new information.,1892,A_UP19,AmkUPcharge19,
46,AmkNew,Amk new information.,1893,A_UP20,AmkUPcharge20,
46,AmkNew,Amk new information.,1894,A_UP21,AmkUPcharge21,
46,AmkNew,Amk new information.,1895,A_UP22,AmkUPcharge22,
46,AmkNew,Amk new information.,1896,A_UP23,AmkUPcharge23,
46,AmkNew,Amk new information.,1897,A_UP24,AmkUPcharge24,
46,AmkNew,Amk new information.,1898,A_UP25,AmkUPcharge25,
46,AmkNew,Amk new information.,1899,A_UP26,AmkUPcharge26,
46,AmkNew,Amk new information.,1900,A_UP27,AmkUPcharge27,
46,AmkNew,Amk new information.,1901,A_UP28,AmkUPcharge28,
46,AmkNew,Amk new information.,1902,A_UP29,AmkUPcharge29,
46,AmkNew,Amk new information.,1903,A_UP30,AmkUPcharge30,
46,AmkNew,Amk new information.,1904,A_UP31,AmkUPcharge31,
46,AmkNew,Amk new information.,1905,A_UP32,AmkUPcharge32,
46,AmkNew,Amk new information.,1906,A_UP33,AmkUPcharge33,
46,AmkNew,Amk new information.,1907,A_UP34,AmkUPcharge34,
46,AmkNew,Amk new information.,1908,A_UP35,AmkUPcharge35,
46,AmkNew,Amk new information.,1909,A_UP36,AmkUPcharge36,
46,AmkNew,Amk new information.,1910,A_UP37,AmkUPcharge37,
46,AmkNew,Amk new information.,1911,A_UP38,AmkUPcharge38,
46,AmkNew,Amk new information.,1912,A_UP39,AmkUPcharge39,
46,AmkNew,Amk new information.,1913,A_UP40,AmkUPcharge40,
46,AmkNew,Amk new information.,1914,A_UP41,AmkUPcharge41,
46,AmkNew,Amk new information.,1915,A_UP42,AmkUPcharge42,
46,AmkNew,Amk new information.,1916,A_UP43,AmkUPcharge43,
46,AmkNew,Amk new information.,1917,A_UP44,AmkUPcharge44,
46,AmkNew,Amk new information.,1918,A_UP45,AmkUPcharge45,
46,AmkNew,Amk new information.,1919,A_UP46,AmkUPcharge46,
46,AmkNew,Amk new information.,1920,A_UP47,AmkUPcharge47,
46,AmkNew,Amk new information.,1921,A_UP48,AmkUPcharge48,
46,AmkNew,Amk new information.,1922,A_UP49,AmkUPcharge49,
46,AmkNew,Amk new information.,1923,A_UP50,AmkUPcharge50,
46,AmkNew,Amk new information.,1924,A_UP51,AmkUPcharge51,
46,AmkNew,Amk new information.,1925,A_UP52,AmkUPcharge52,
46,AmkNew,Amk new information.,1926,A_UP53,AmkUPcharge53,
46,AmkNew,Amk new information.,1927,A_UP54,AmkUPcharge54,
46,AmkNew,Amk new information.,1928,A_UP55,AmkUPcharge55,
46,AmkNew,Amk new information.,1929,A_UP56,AmkUPcharge56,
46,AmkNew,Amk new information.,1930,A_UP57,AmkUPcharge57,
46,AmkNew,Amk new information.,1931,A_UP58,AmkUPcharge58,
46,AmkNew,Amk new information.,1932,A_UP59,AmkUPcharge59,
46,AmkNew,Amk new information.,1933,A_UP60,AmkUPcharge60,
46,AmkNew,Amk new information.,1934,A_UP61,AmkUPcharge61,
46,AmkNew,Amk new information.,1935,A_UP62,AmkUPcharge62,
46,AmkNew,Amk new information.,1936,A_UP63,AmkUPcharge63,
46,AmkNew,Amk new information.,1937,A_UP64,AmkUPcharge64,
46,AmkNew,Amk new information.,1938,A_UP65,AmkUPcharge65,
46,AmkNew,Amk new information.,1939,A_UP66,AmkUPcharge66,
46,AmkNew,Amk new information.,1940,A_UP67,AmkUPcharge67,
46,AmkNew,Amk new information.,1941,A_UP68,AmkUPcharge68,
46,AmkNew,Amk new information.,1942,A_UP69,AmkUPcharge69,
46,AmkNew,Amk new information.,1943,A_UP70,AmkUPcharge70,
46,AmkNew,Amk new information.,1944,A_UP71,AmkUPcharge71,
46,AmkNew,Amk new information.,1945,A_UP72,AmkUPcharge72,
46,AmkNew,Amk new information.,1946,A_UP73,AmkUPcharge73,
46,AmkNew,Amk new information.,1947,A_UP74,AmkUPcharge74,
46,AmkNew,Amk new information.,1948,A_UP75,AmkUPcharge75,
46,AmkNew,Amk new information.,1949,A_UP76,AmkUPcharge76,
46,AmkNew,Amk new information.,1950,A_UP77,AmkUPcharge77,
46,AmkNew,Amk new information.,1951,A_UP78,AmkUPcharge78,
46,AmkNew,Amk new information.,1952,A_UP79,AmkUPcharge79,
46,AmkNew,Amk new information.,1953,A_UP80,AmkUPcharge80,
46,AmkNew,Amk new information.,1954,A_UP81,AmkUPcharge81,
46,AmkNew,Amk new information.,1955,A_UP82,AmkUPcharge82,
46,AmkNew,Amk new information.,1956,A_UP83,AmkUPcharge83,
46,AmkNew,Amk new information.,1957,A_UP84,AmkUPcharge84,
46,AmkNew,Amk new information.,1958,A_UP85,AmkUPcharge85,
46,AmkNew,Amk new information.,1959,A_UP86,AmkUPcharge86,
46,AmkNew,Amk new information.,1960,A_UP87,AmkUPcharge87,
46,AmkNew,Amk new information.,1961,A_UP88,AmkUPcharge88,
46,AmkNew,Amk new information.,1962,A_UP89,AmkUPcharge89,
46,AmkNew,Amk new information.,1963,A_UP90,AmkUPcharge90,
46,AmkNew,Amk new information.,1964,A_UP91,AmkUPcharge91,
46,AmkNew,Amk new information.,1965,A_UP92,AmkUPcharge92,
46,AmkNew,Amk new information.,1966,A_UP93,AmkUPcharge93,
46,AmkNew,Amk new information.,1967,A_UP94,AmkUPcharge94,
46,AmkNew,Amk new information.,1968,A_UP95,AmkUPcharge95,
46,AmkNew,Amk new information.,1969,A_UP96,AmkUPcharge96,
46,AmkNew,Amk new information.,1970,A_UP97,AmkUPcharge97,
46,AmkNew,Amk new information.,1971,A_UP98,AmkUPcharge98,
46,AmkNew,Amk new information.,1972,A_UP99,AmkUPcharge99,
47,Rules,Variables for rules/agents.,482,RULEC,RULEsCode,Rule code for agents.
47,Rules,Variables for rules/agents.,1714,WCC1,WhichCabCode1,"Variable used to indicate, in the extended database, which cabinet code (from old database) to use."
47,Rules,Variables for rules/agents.,1715,WCC2,WhichCabCode2,"Variable used to indicate, in the extended database, which cabinet code (from old database) to use."
47,Rules,Variables for rules/agents.,1716,WCC3,WhichCabCode3,"Variable used to indicate, in the extended database, which cabinet code (from old database) to use."
47,Rules,Variables for rules/agents.,1717,WCC4,WhichCabCode4,"Variable used to indicate, in the extended database, which cabinet code (from old database) to use."
47,Rules,Variables for rules/agents.,1718,WCC5,WhichCabCode5,"Variable used to indicate, in the extended database, which cabinet code (from old database) to use."
47,Rules,Variables for rules/agents.,1985,PANS,PANelSource,
47,Rules,Variables for rules/agents.,1995,VTIB,ValueTypeInfoBit,Specification for rules.
47,Rules,Variables for rules/agents.,1996,AGTR1,AGentTRigger1,
47,Rules,Variables for rules/agents.,1997,AGTR2,AGentTRigger2,
47,Rules,Variables for rules/agents.,1998,AGTR3,AGentTRigger3,
47,Rules,Variables for rules/agents.,1999,RFIN,RulesFINishes,Variable used by agents to indicate item series.
47,Rules,Variables for rules/agents.,2000,RSER,RulesSERies,Variable used by agents to indicate item finishes.
47,Rules,Variables for rules/agents.,2021,PAND,PANelDestination,
47,Rules,Variables for rules/agents.,2024,RMOD,RulesMODular,Variable used by agents to indicate if item is modular.
48,DFM_Var,Variables for Design for Manufacture,2116,DSAMLD,DoorStyleAppliedMoLDing,*Door applied molding style.
48,DFM_Var,Variables for Design for Manufacture,2182,TDFDG,ToeDepthFrontDiaG,*Front toe depth diagonal corner.
48,DFM_Var,Variables for Design for Manufacture,2183,FCTYP,FrameConsTYPe,*Frame Construction Type
48,DFM_Var,Variables for Design for Manufacture,2184,FSCOB[1],FixStyleCOnfBack,*Shape System Variable for back peninsula custom cabinet.
48,DFM_Var,Variables for Design for Manufacture,2185,DROY4,DrawerRailOriginY4,* Drawer rail origin Y 4.
48,DFM_Var,Variables for Design for Manufacture,2186,ASDA,AngledSiDeAngle,*Angled side angle.
48,DFM_Var,Variables for Design for Manufacture,2187,ASDW,AngledSiDeWidth,*Angled side width.
48,DFM_Var,Variables for Design for Manufacture,2188,AXEORI,AXEORIentation,*Axe orientation
48,DFM_Var,Variables for Design for Manufacture,2189,ASDA2,AngledSiDeAngle2,*Angled side angle right.
48,DFM_Var,Variables for Design for Manufacture,2190,VBEB,VBackEdgeBottom,*Color/texture of the bottom back edge.
48,DFM_Var,Variables for Design for Manufacture,2191,VBET,VBackEdgeTop,*Color/texture of the top back edge.
48,DFM_Var,Variables for Design for Manufacture,2192,NS7,NumShelf7,"*Value entered determines the quantity of adjustable shelves for the seventh section of a configuration. Tip: Configurations start for the left or bottom of an item. Used in conjunction with the NDV[1], NDV[2], NDV[3], NDV[4], NDV[5] and NDV[6] variables."
48,DFM_Var,Variables for Design for Manufacture,2193,NS8,NumShelf8,"*Value entered determines the quantity of adjustable shelves for the eighth section of a configuration. Tip: Configurations start for the left or bottom of an item. Used in conjunction with the NDV[1], NDV[2], NDV[3], NDV[4], NDV[5], NDV[6] and NDV[7] variables."
48,DFM_Var,Variables for Design for Manufacture,2194,NS9,NumShelf9,"*Value entered determines the quantity of adjustable shelves for the ninth section of a configuration. Tip: Configurations start for the left or bottom of an item. Used in conjunction with the NDV[1], NDV[2], NDV[3], NDV[4], NDV[5], NDV[6], NDV[7] and NDV[8] variables."
48,DFM_Var,Variables for Design for Manufacture,2195,DVOX6,DiViderOriginX6,"*Changes the position of the sixth divider on the X-axis (left/right), using the DVOX5[x] as a starting point. Tip: This is an array variable, which can be used up to a maximum of 10 configurations within an item. When used on several configurations the variable is read in the following manner: DVOX6 [x], DVOX6 = Sixth Divider [x] = Configuration number."
48,DFM_Var,Variables for Design for Manufacture,2196,DVOX7,DiViderOriginX7,"*Changes the position of the seventh divider on the X-axis (left/right), using the DVOX6[x] as a starting point. Tip: This is an array variable, which can be used up to a maximum of 10 configurations within an item. When used on several configurations the variable is read in the following manner: DVOX7 [x], DVOX7 = seventh Divider [x] = Configuration number."
48,DFM_Var,Variables for Design for Manufacture,2197,DVOX8,DiViderOriginX8,"*Changes the position of the eighth divider on the X-axis (left/right), using the DVOX7[x] as a starting point. Tip: This is an array variable, which can be used up to a maximum of 10 configurations within an item. When used on several configurations the variable is read in the following manner: DVOX8 [x], DVOX8 = eighth Divider [x] = Configuration number."
48,DFM_Var,Variables for Design for Manufacture,2198,SSBD,StyleStileBotDecor,*Stile bottom deco style.
48,DFM_Var,Variables for Design for Manufacture,2199,SSTD,StyleStileTopDecor,*Stile top deco style.
48,DFM_Var,Variables for Design for Manufacture,2200,DACS0,DoorACcessSelector0,*Door accessory selector 0
48,DFM_Var,Variables for Design for Manufacture,2201,SBDH,StileBotDecorHeight,*Stile bottom deco height.
48,DFM_Var,Variables for Design for Manufacture,2202,STDH,StileTopDecorHeight,*Stile top deco height.
48,DFM_Var,Variables for Design for Manufacture,2203,DACW1,DoorACcessWidth1,*Door accessory width 1
48,DFM_Var,Variables for Design for Manufacture,2204,DACH1,DoorACcessHeight1,*Door accessory height 1
48,DFM_Var,Variables for Design for Manufacture,2205,DACD1,DoorACcessDepth1,*Door accessory depth 1
48,DFM_Var,Variables for Design for Manufacture,2206,DACW2,DoorACcessWidth2,*Door accessory width 2
48,DFM_Var,Variables for Design for Manufacture,2207,DACH2,DoorACcessHeight2,*Door accessory height 2
48,DFM_Var,Variables for Design for Manufacture,2208,DACD2,DoorACcessDepth2,*Door accessory depth 2
48,DFM_Var,Variables for Design for Manufacture,2209,DACOX1,DoorACcessOriginX1,*Door accessory origin X 1
48,DFM_Var,Variables for Design for Manufacture,2210,DACOX2,DoorACcessOriginX2,*Door accessory origin X 2
48,DFM_Var,Variables for Design for Manufacture,2211,DACOY1,DoorACcessOriginY1,*Door accessory origin Y 1
48,DFM_Var,Variables for Design for Manufacture,2212,DACOY2,DoorACcessOriginY2,*Door accessory origin Y 2
48,DFM_Var,Variables for Design for Manufacture,2213,SBDC,StileBotDecorClear,*Stile bottom deco clearance.
48,DFM_Var,Variables for Design for Manufacture,2214,STDC,StileTopDecorClear,*Stile top deco clearance.
48,DFM_Var,Variables for Design for Manufacture,2215,TW0600,TagW0600,Correction to the width of the parts for tag numbers 601 through 700.
48,DFM_Var,Variables for Design for Manufacture,2216,TH0600,TagH0600,*Correction to the length of the parts for tag numbers 601 through 700.
48,DFM_Var,Variables for Design for Manufacture,2217,SMS,StyleMullionSect,"*Style of mullions on glass doors per section. Tip: This is an array variable, it can appear in the following manner: SMS [1] ""1"" is the array for first section SMS [2] ""2"" is the array for second section SMS [3] ""3"" is the array for third section SMS [4] ""4"" is the array for fourth section SMS [5] ""5"" is the array for fifth section etc...."
48,DFM_Var,Variables for Design for Manufacture,2218,TPRD,TaPeReD,*Changes the type of tapered front to tapered back for a cabinet.
48,DFM_Var,Variables for Design for Manufacture,2219,SRBT,SpiceRackBackThick,*Spice rack back thick.
48,DFM_Var,Variables for Design for Manufacture,2220,SRTT,SpiceRackTrimThick,*Spice rack trim thick.
48,DFM_Var,Variables for Design for Manufacture,2221,SRTH1,SpiceRackTrimH1,*Spice rack trim height 1.
48,DFM_Var,Variables for Design for Manufacture,2222,SRTH2,SpiceRackTrimH2,*Spice rack trim height 2.
48,DFM_Var,Variables for Design for Manufacture,2223,SRTC,SpiceRackTrimClear,*Spice rack trim clearance.
48,DFM_Var,Variables for Design for Manufacture,2224,TH1500,TagH1500,*Correction to the length of the parts for tag numbers 1501 through 1600.
48,DFM_Var,Variables for Design for Manufacture,2225,TW1500,TagW1500,Correction to the width of the parts for tag numbers 1501 through 1600.
48,DFM_Var,Variables for Design for Manufacture,2226,IOVLB1,InterOVerLayBottom1,*Vertical door and first drawer bottom overlay for the intermediate rail.
48,DFM_Var,Variables for Design for Manufacture,2227,IOVLT2,InterOVerLayTop2,*Vertical door and second drawer top overlay for the intermediate rail.
48,DFM_Var,Variables for Design for Manufacture,2228,IOVLB2,InterOVerLayBottom2,*Vertical door and second drawer bottom overlay for the intermediate rail.
48,DFM_Var,Variables for Design for Manufacture,2229,IOVLT3,InterOVerLayTop3,*Vertical door and third drawer top overlay for the intermediate rail.
48,DFM_Var,Variables for Design for Manufacture,2230,IOVLB3,InterOVerLayBottom3,*Vertical door and third drawer bottom overlay for the intermediate rail.
48,DFM_Var,Variables for Design for Manufacture,2234,IOVLT4,InterOVerLayTop4,*Vertical door and fourth drawer top overlay for the intermediate rail.
48,DFM_Var,Variables for Design for Manufacture,2235,IOVLB4,InterOVerLayBottom4,*Vertical door and fourth drawer bottom overlay for the intermediate rail.
48,DFM_Var,Variables for Design for Manufacture,2236,IOVLT5,InterOVerLayTop5,*Vertical door and fifth drawer top overlay for the intermediate rail.
48,DFM_Var,Variables for Design for Manufacture,2237,COVLT,ConfigOVerLayTop,*Horizontal door and drawer top overlay between configuration.
48,DFM_Var,Variables for Design for Manufacture,2238,COVLB,ConfigOVerLayBottom,*Horizontal door and drawer bottom overlay between configuration.
48,DFM_Var,Variables for Design for Manufacture,2239,IRH4,IntRailHeight4,"*Height of the material used as the frame intermediate rail between the fourth and fifth drawers, starting from the top downwards."
48,DFM_Var,Variables for Design for Manufacture,2240,ACGD,ACcessGenDim,*General accessory dimension.
48,DFM_Var,Variables for Design for Manufacture,2241,ACGQ,ACcessGenQty,*General accessory quantity.
48,DFM_Var,Variables for Design for Manufacture,2242,SHGD1,SHapeGenDim1,"*Shape System Variable. Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
48,DFM_Var,Variables for Design for Manufacture,2243,SHGD2,SHapeGenDim2,"*Shape System Variable. Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
48,DFM_Var,Variables for Design for Manufacture,2244,SHGD3,SHapeGenDim3,"*Shape System Variable. Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
48,DFM_Var,Variables for Design for Manufacture,2245,SHGD4,SHapeGenDim4,"*Shape System Variable. Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
48,DFM_Var,Variables for Design for Manufacture,2246,SHGD5,SHapeGenDim5,"*Shape System Variable. Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
48,DFM_Var,Variables for Design for Manufacture,2247,SHGQ1,SHapeGenQty1,*Shape System Variable. Multi-purpose quantity variable: used when an item does not have specific quantity attributes.
